Value Percentile TotalCount 1/(1-Percentile)
11.01 0.999921 1999847 12603.08
11.20 0.999927 1999856 13653.33
11.39 0.999933 1999869 14894.55
11.58 0.999939 1999884 16384.00
11.65 0.999942 1999889 17246.32
11.71 0.999945 1999892 18204.44
11.90 0.999948 1999898 19275.29
12.03 0.999951 1999904 20480.00
12.10 0.999954 1999910 21845.33
12.16 0.999957 1999917 23405.71
12.22 0.999960 1999921 25206.15
12.35 0.999963 1999930 27306.67
12.48 0.999966 1999937 29789.09
12.54 0.999969 1999940 32768.00
12.61 0.999971 1999943 34492.63
12.67 0.999973 1999946 36408.89
12.80 0.999974 1999949 38550.59
12.93 0.999976 1999953 40960.00
12.99 0.999977 1999956 43690.67
13.05 0.999979 1999960 46811.43
13.12 0.999980 1999964 50412.31
13.12 0.999982 1999964 54613.33
13.18 0.999983 1999969 59578.18
13.25 0.999985 1999972 65536.00
13.25 0.999986 1999972 68985.26
13.31 0.999986 1999976 72817.78
13.31 0.999987 1999976 77101.18
13.31 0.999988 1999976 81920.00
13.38 0.999989 1999979 87381.33
13.38 0.999989 1999979 93622.86
13.50 0.999990 1999984 100824.62
13.50 0.999991 1999984 109226.67
13.50 0.999992 1999984 119156.36
13.57 0.999992 1999987 131072.00
13.57 0.999993 1999987 137970.53
13.57 0.999993 1999987 145635.56
13.63 0.999994 1999990 154202.35
13.63 0.999994 1999990 163840.00
13.63 0.999994 1999990 174762.67
13.63 0.999995 1999990 187245.71
13.70 0.999995 1999991 201649.23
13.70 0.999995 1999991 218453.33
13.76 0.999996 1999992 238312.73
13.82 0.999996 1999993 262144.00
13.82 0.999996 1999993 275941.05
13.89 0.999997 1999994 291271.11
13.89 0.999997 1999994 308404.71
13.89 0.999997 1999994 327680.00
13.95 0.999997 1999995 349525.33
13.95 0.999997 1999995 374491.43
14.02 0.999998 1999996 403298.46
14.02 0.999998 1999996 436906.67
14.02 0.999998 1999996 476625.45
14.08 0.999998 1999998 524288.00
14.08 0.999998 1999998 551882.11
14.08 0.999998 1999998 582542.22
14.08 0.999998 1999998 616809.41
14.08 0.999998 1999998 655360.00
14.08 0.999999 1999998 699050.67
14.08 0.999999 1999998 748982.86
14.08 0.999999 1999998 806596.92
14.08 0.999999 1999998 873813.33
14.08 0.999999 1999998 953250.91
14.14 0.999999 1999999 1048576.00
14.14 0.999999 1999999 1103764.21
14.14 0.999999 1999999 1165084.44
14.14 0.999999 1999999 1233618.82
14.14 0.999999 1999999 1310720.00
14.14 0.999999 1999999 1398101.33
14.14 0.999999 1999999 1497965.71
14.14 0.999999 1999999 1613193.85
14.14 0.999999 1999999 1747626.67
14.14 0.999999 1999999 1906501.82
14.21 1.000000 2000000 2097152.00
14.21 1.000000 2000000 inf
