Value Percentile TotalCount 1/(1-Percentile)
32.38 0.999986 1999978 72817.78
32.38 0.999987 1999978 77101.18
32.38 0.999988 1999978 81920.00
32.38 0.999989 1999978 87381.33
32.51 0.999989 1999985 93622.86
32.51 0.999990 1999985 100824.62
32.51 0.999991 1999985 109226.67
32.51 0.999992 1999985 119156.36
32.51 0.999992 1999985 131072.00
32.64 0.999993 1999991 137970.53
32.64 0.999993 1999991 145635.56
32.64 0.999994 1999991 154202.35
32.64 0.999994 1999991 163840.00
32.64 0.999994 1999991 174762.67
32.64 0.999995 1999991 187245.71
32.64 0.999995 1999991 201649.23
32.64 0.999995 1999991 218453.33
32.77 0.999996 1999997 238312.73
32.77 0.999996 1999997 262144.00
32.77 0.999996 1999997 275941.05
32.77 0.999997 1999997 291271.11
32.77 0.999997 1999997 308404.71
32.77 0.999997 1999997 327680.00
32.77 0.999997 1999997 349525.33
32.77 0.999997 1999997 374491.43
32.77 0.999998 1999997 403298.46
32.77 0.999998 1999997 436906.67
32.77 0.999998 1999997 476625.45
32.77 0.999998 1999997 524288.00
32.77 0.999998 1999997 551882.11
32.77 0.999998 1999997 582542.22
32.77 0.999998 1999997 616809.41
32.77 0.999998 1999997 655360.00
33.02 0.999999 2000000 699050.67
33.02 1.000000 2000000 inf
