Value Percentile TotalCount 1/(1-Percentile)
6.97 0.999805 1999623 5120.00
7.04 0.999817 1999637 5461.33
7.13 0.999829 1999665 5851.43
7.23 0.999841 1999691 6301.54
7.36 0.999854 1999709 6826.67
7.52 0.999866 1999737 7447.27
7.65 0.999878 1999762 8192.00
7.71 0.999884 1999771 8623.16
7.87 0.999890 1999785 9102.22
8.13 0.999896 1999793 9637.65
29.18 0.999902 1999805 10240.00
29.70 0.999908 1999818 10922.67
30.08 0.999915 1999834 11702.86
30.21 0.999921 1999845 12603.08
30.34 0.999927 1999856 13653.33
30.46 0.999933 1999868 14894.55
30.59 0.999939 1999882 16384.00
30.72 0.999942 1999896 17246.32
30.72 0.999945 1999896 18204.44
30.85 0.999948 1999902 19275.29
30.98 0.999951 1999909 20480.00
30.98 0.999954 1999909 21845.33
31.10 0.999957 1999918 23405.71
31.23 0.999960 1999930 25206.15
31.23 0.999963 1999930 27306.67
31.36 0.999966 1999941 29789.09
31.36 0.999969 1999941 32768.00
31.49 0.999971 1999950 34492.63
31.49 0.999973 1999950 36408.89
31.49 0.999974 1999950 38550.59
31.61 0.999976 1999957 40960.00
31.61 0.999977 1999957 43690.67
31.74 0.999979 1999962 46811.43
31.74 0.999980 1999962 50412.31
31.87 0.999982 1999967 54613.33
31.87 0.999983 1999967 59578.18
32.00 0.999985 1999972 65536.00
32.00 0.999986 1999972 68985.26
32.13 0.999986 1999974 72817.78
32.26 0.999987 1999979 77101.18
32.26 0.999988 1999979 81920.00
32.26 0.999989 1999979 87381.33
32.26 0.999989 1999979 93622.86
32.38 0.999990 1999983 100824.62
32.38 0.999991 1999983 109226.67
32.51 0.999992 1999989 119156.36
32.51 0.999992 1999989 131072.00
32.51 0.999993 1999989 137970.53
32.51 0.999993 1999989 145635.56
32.51 0.999994 1999989 154202.35
32.51 0.999994 1999989 163840.00
32.51 0.999994 1999989 174762.67
32.64 0.999995 1999996 187245.71
32.64 0.999995 1999996 201649.23
32.64 0.999995 1999996 218453.33
32.64 0.999996 1999996 238312.73
32.64 0.999996 1999996 262144.00
32.64 0.999996 1999996 275941.05
32.64 0.999997 1999996 291271.11
32.64 0.999997 1999996 308404.71
32.64 0.999997 1999996 327680.00
32.64 0.999997 1999996 349525.33
32.64 0.999997 1999996 374491.43
32.64 0.999998 1999996 403298.46
32.64 0.999998 1999996 436906.67
32.64 0.999998 1999996 476625.45
32.77 0.999998 1999999 524288.00
32.77 0.999998 1999999 551882.11
32.77 0.999998 1999999 582542.22
32.77 0.999998 1999999 616809.41
32.77 0.999998 1999999 655360.00
32.77 0.999999 1999999 699050.67
32.77 0.999999 1999999 748982.86
32.77 0.999999 1999999 806596.92
32.77 0.999999 1999999 873813.33
32.77 0.999999 1999999 953250.91
32.77 0.999999 1999999 1048576.00
32.77 0.999999 1999999 1103764.21
32.77 0.999999 1999999 1165084.44
32.77 0.999999 1999999 1233618.82
32.77 0.999999 1999999 1310720.00
32.77 0.999999 1999999 1398101.33
32.77 0.999999 1999999 1497965.71
32.77 0.999999 1999999 1613193.85
32.77 0.999999 1999999 1747626.67
32.77 0.999999 1999999 1906501.82
33.02 1.000000 2000000 2097152.00
33.02 1.000000 2000000 inf
