Value Percentile TotalCount 1/(1-Percentile)
35.33 0.999989 4999947 93622.86
35.58 0.999990 4999952 100824.62
35.84 0.999991 4999957 109226.67
36.35 0.999992 4999962 119156.36
36.35 0.999992 4999962 131072.00
36.86 0.999993 4999965 137970.53
37.12 0.999993 4999968 145635.56
37.12 0.999994 4999968 154202.35
37.63 0.999994 4999971 163840.00
37.89 0.999994 4999972 174762.67
38.14 0.999995 4999974 187245.71
39.42 0.999995 4999976 201649.23
40.45 0.999995 4999978 218453.33
41.47 0.999996 4999980 238312.73
41.98 0.999996 4999981 262144.00
42.75 0.999996 4999982 275941.05
43.26 0.999997 4999983 291271.11
43.77 0.999997 4999984 308404.71
44.80 0.999997 4999985 327680.00
46.08 0.999997 4999986 349525.33
46.85 0.999997 4999987 374491.43
47.36 0.999998 4999989 403298.46
47.36 0.999998 4999989 436906.67
47.62 0.999998 4999992 476625.45
47.62 0.999998 4999992 524288.00
47.62 0.999998 4999992 551882.11
47.62 0.999998 4999992 582542.22
47.62 0.999998 4999992 616809.41
47.87 0.999998 4999995 655360.00
47.87 0.999999 4999995 699050.67
47.87 0.999999 4999995 748982.86
47.87 0.999999 4999995 806596.92
47.87 0.999999 4999995 873813.33
47.87 0.999999 4999995 953250.91
48.13 0.999999 4999998 1048576.00
48.13 0.999999 4999998 1103764.21
48.13 0.999999 4999998 1165084.44
48.13 0.999999 4999998 1233618.82
48.13 0.999999 4999998 1310720.00
48.13 0.999999 4999998 1398101.33
48.13 0.999999 4999998 1497965.71
48.13 0.999999 4999998 1613193.85
48.13 0.999999 4999998 1747626.67
48.13 0.999999 4999998 1906501.82
48.13 1.000000 4999998 2097152.00
48.13 1.000000 4999998 2207528.42
48.13 1.000000 4999998 2330168.89
48.13 1.000000 4999998 2467237.65
48.38 1.000000 5000000 2621440.00
48.38 1.000000 5000000 inf
